,P,F
1767,6343.723363088045,1352034.8419534008
1768,6349.154916056986,1353352.9229490124
1769,6354.802378519076,1354672.4189179393
1770,6359.64731284013,1355991.6602131256
1771,6365.705871932344,1357314.815281223
1772,6371.77284410103,1358637.88428024
1773,6377.747347445806,1359958.1196774691
1774,6383.656294312523,1361278.1779192747
1775,6389.344640365773,1362599.0775191458
1776,6395.49500044514,1363919.605992697
1777,6400.994636520196,1365239.2492892717
1778,6406.247323137368,1366558.7586749182
1779,6412.7389144671215,1367882.8601647622
1780,6417.455851322244,1369203.5010970128
1781,6423.600208512785,1370527.4852359737
1782,6428.689025522883,1371850.105137123
1783,6433.98585963791,1373174.0884703537
1784,6440.7999019347235,1374502.9986099217
1785,6445.0578475474,1375827.8589630318
1786,6453.112426329594,1377159.277119041
1787,6458.453084783316,1378482.190600648
1788,6465.026738842114,1379809.32913198
1789,6470.740359159477,1381130.7037792564
1790,6476.667225851896,1382452.9960287123
1791,6483.074486286046,1383775.258004799
1792,6487.427552553365,1385097.5109324371
1793,6493.351141707233,1386423.378315751
1794,6499.866290327113,1387747.685271842
1795,6506.138251980104,1389071.0074300116
1796,6512.750085174936,1390394.4670970065
1797,6517.998810658543,1391712.6230065918
1798,6524.578790418201,1393032.273405859
1799,6530.626381525055,1394347.2288402703
1800,6535.518174707342,1395663.217141461
1801,6540.4323668434445,1396981.9739292972
1802,6545.905335721973,1398302.2388008817
1803,6553.3751505219125,1399627.772987789
1804,6559.536238083252,1400953.651021384
1805,6564.317775589741,1402275.3246998377
1806,6570.811098167364,1403599.4722492392
1807,6575.390217021913,1404918.2099166093
1808,6582.673954982144,1406243.2210002663
1809,6587.859613998297,1407566.0261236632
1810,6594.1791894970165,1408891.8148368797
1811,6601.775880159773,1410224.227830996
1812,6606.518512037608,1411549.090062129
1813,6611.085319287513,1412875.7596055218
1814,6617.21399587728,1414204.8111043521
1815,6624.300017577018,1415532.874393727
1816,6629.4826305403685,1416858.5537463715
1817,6635.282647591995,1418185.4046125677
1818,6639.66975462684,1419511.0275361065
1819,6645.999135910615,1420840.4804342627
1820,6652.137680695187,1422171.495000645
1821,6657.303880012847,1423500.5806903269
1822,6663.049384076429,1424832.600800275
1823,6672.731728100905,1426167.0514432632
1824,6677.514310458874,1427483.8222450723
1825,6682.78976928205,1428803.6095681686
1826,6688.308219297467,1430125.5169104657
1827,6693.858008537866,1431447.619171852
1828,6702.396226807937,1432774.5642166925
1829,6708.15108917519,1434092.1069172467
1830,6715.965794116227,1435411.7927935962
1831,6720.796403278587,1436719.3705945632
1832,6725.621566804965,1438029.3838474925
1833,6730.7128208293925,1439343.0444793883
1834,6735.640991727925,1440658.3297171548
1835,6741.897038701235,1441974.8966363894
1836,6747.8862037829695,1443289.0627854725
1837,6754.0333131572,1444606.640051822
1838,6758.339666680002,1445919.1033954495
1839,6765.614113786259,1447236.2824790028
1840,6772.188119203012,1448549.4818660053
1841,6778.415311836592,1449861.3739930815
1842,6783.435719419232,1451169.8028858744
1843,6789.23857045318,1452481.995497023
1844,6794.506379861204,1453796.7319549052
1845,6801.811054412019,1455113.9284218028
1846,6807.362659035768,1456428.9599224147
1847,6813.238465725379,1457743.819673337
1848,6818.260048046139,1459056.9765926308
1849,6823.479053401482,1460369.9577540606
1850,6828.948919733393,1461684.8171949172
1851,6834.865368890518,1463001.612896164
1852,6840.4663282256315,1464320.5553569782
1853,6846.461170596046,1465638.110110293
1854,6850.289867863797,1466951.9841895835
1855,6856.178707585036,1468270.041178966
1856,6863.288028234583,1469588.8427049774
1857,6869.153006571575,1470900.6371678822
1858,6874.64890837097,1472212.559227677
1859,6881.032686113222,1473526.5240271382
1860,6887.3823288780095,1474837.8699783813
1861,6892.587315178386,1476145.8047871604
1862,6898.731851306802,1477455.4088234648
1863,6906.903087769414,1478767.633011806
1864,6911.007324603493,1480069.0002891417
1865,6919.570785947173,1481375.295268559
1866,6924.112935274797,1482665.281177553
1867,6930.524026386147,1483960.7657509597
1868,6934.625075613216,1485252.1362287798
1869,6940.1922136998965,1486546.6977016793
1870,6946.598970624537,1487839.6614238105
1871,6953.771127618254,1489133.461851818
1872,6957.7380805061675,1490418.2267371549
1873,6963.641288618266,1491708.1608403407
1874,6967.798312008348,1492993.2725350948
1875,6974.344070304066,1494284.8373027572
1876,6978.283060102216,1495572.8379173952
1877,6985.128084288527,1496866.381370977
1878,6990.699030156523,1498155.2733769796
1879,6996.885498356333,1499443.5942040822
1880,7002.3933380889775,1500733.3145101366
1881,7007.424110560172,1502019.549823627
1882,7013.537291528373,1503308.3877561528
1883,7020.170445312099,1504594.9709750353
1884,7024.39232547119,1505878.948143683
1885,7029.549025832957,1507165.2249148032
1886,7034.837042810166,1508450.0510795254
1887,7042.505181371121,1509736.2459022158
1888,7046.780928173165,1511013.7082134795
1889,7052.080945208197,1512294.4054025586
1890,7058.853758156275,1513576.550381424
1891,7065.214899170732,1514853.0704727983
1892,7069.881404198036,1516133.2578334662
1893,7075.043826027997,1517415.8307417734
1894,7080.15741685931,1518697.3403996744
1895,7086.954049988615,1519979.2681731784
1896,7092.2070311200605,1521254.3339255343
1897,7098.610529767666,1522529.52755906
1898,7103.778058342825,1523801.53611405
1899,7111.895539661572,1525078.0507064452
1900,7116.312386100636,1526341.1902176386
1901,7122.230016356639,1527608.273136821
1902,7128.153807261964,1528871.887429105
1903,7134.583391644859,1530136.1358167867
1904,7139.317809793146,1531391.8231999879
1905,7145.508448240159,1532652.1862633394
1906,7150.61201419472,1533908.406228411
1907,7157.347242386934,1535165.6590180525
1908,7161.371412930145,1536416.1025376918
1909,7167.5110299766175,1537671.8459675794
1910,7173.100279959892,1538924.3723333648
1911,7181.720648576373,1540176.1492944483
1912,7186.810158191849,1541412.967134018
1913,7191.582078742946,1542649.5997200795
1914,7196.830488238452,1543887.6247711724
1915,7202.5304480233835,1545125.4183532328
1916,7208.946893236084,1546357.7630034704
1917,7215.047528012145,1547587.9268147987
1918,7221.281093008971,1548817.1371992591
1919,7225.5761685903335,1550038.6108792871
1920,7231.4867573311985,1551260.648905512
1921,7236.114897518093,1552479.7745698886
1922,7244.543268130404,1553700.6730480252
1923,7248.347854388074,1554910.9232630283
1924,7254.0739779170635,1556124.8568946123
1925,7258.8150925436385,1557334.6103027703
1926,7264.956824361036,1558550.0528213119
1927,7270.634869611672,1559762.4166211362
1928,7275.82910658927,1560969.5157631144
1929,7282.95216153715,1562180.4343608737
1930,7287.38184486903,1563383.611101674
1931,7292.4306110532925,1564588.1163649154
1932,7298.153709852855,1565794.0668228737
1933,7303.567163207283,1566998.0269586204
1934,7310.348563598132,1568201.898392914
1935,7314.850276864274,1569400.7964665107
1936,7322.241058840148,1570603.5935086783
1937,7328.861363810793,1571797.6196730451
1938,7333.704196239049,1572987.6140717359
1939,7338.582512080666,1574176.0992818344
1940,7343.7683752036055,1575365.0469798283
1941,7347.68666356058,1576549.392621035
1942,7355.673163604294,1577739.926919392
1943,7359.868415738647,1578916.6140091126
1944,7364.854709181874,1580094.662365535
1945,7369.6198114352,1581274.0947079656
1946,7375.518605787982,1582452.769726398
1947,7380.787096443751,1583627.5143303748
1948,7386.996382382008,1584804.1787770074
1949,7393.652804314144,1585975.9157450753
1950,7398.5246274242745,1587138.713970545
1951,7404.687173414721,1588298.8796658874
1952,7411.128996273722,1589455.176418463
1953,7416.203266384583,1590606.3509060966
1954,7423.48355988237,1591757.0060693012
1955,7429.034893610154,1592900.9295664309
1956,7434.177497697284,1594044.6287614964
1957,7440.986739981737,1595186.6250450697
1958,7445.82567554102,1596321.7972898488
1959,7452.0752893720655,1597457.4761085394
1960,7457.654001534857,1598587.7044082915
1961,7462.765420423803,1599718.8298325394
1962,7467.101690321573,1600850.3215746067
1963,7472.448603727747,1601983.377597934
1964,7479.722852019753,1603116.4399193772
1965,7484.35960629022,1604242.3100017176
1966,7490.370521630026,1605367.2742608192
1967,7497.560943644508,1606494.1227771312
1968,7503.41301679771,1607611.0643352312
1969,7508.215092606942,1608726.8789778962
1970,7513.480124309769,1609842.9971281912
1971,7517.595942302367,1610954.6820689924
1972,7523.630978831053,1612068.9626965723
1973,7527.836373257253,1613174.496765722
1974,7534.750901958011,1614281.9865381008
1975,7540.099136135743,1615379.9586062427
1976,7545.648706258096,1616476.3262280482
1977,7552.313286587593,1617574.6247682807
1978,7557.261393253068,1618667.70143261
1979,7563.4919610757515,1619758.3079414356
1980,7570.4001716719185,1620847.5192752136
1981,7578.033575656286,1621927.8273520514
1982,7582.578061194342,1622997.186411191
1983,7587.689550844248,1624063.9224855886
1984,7594.734739340714,1625127.5465500914
1985,7599.902084998426,1626184.7272541572
1986,7606.194956459385,1627244.8797945692
1987,7611.669665222812,1628295.7133264202
1988,7617.525893489409,1629349.1078128172
1989,7623.3906869196835,1630395.8539385567
1990,7627.944996080443,1631435.5393855893
1991,7633.287562022327,1632473.5939481268
1992,7637.809618351704,1633508.9964861178
1993,7643.479350632532,1634544.998916043
1994,7648.472096033331,1635581.1703251544
1995,7652.791892577311,1636612.3103337411
1996,7660.606154218489,1637646.707686439
1997,7667.509067101638,1638671.1833803507
1998,7671.967526485526,1639687.674482523
1999,7678.352925576817,1640707.6453451857
2000,7682.846313318449,1641716.4728620886
2001,7689.778008347135,1642729.3151834984
2002,7693.127160301544,1643730.3297165919
2003,7697.199202101154,1644731.4512137703
2004,7702.3145298577465,1645735.764680621
2005,7710.862467436273,1646739.708935214
2006,7715.371571072148,1647731.6124088746
2007,7722.908367060084,1648726.6799513039
2008,7726.895930526613,1649708.9217533618
2009,7731.322340021933,1650691.7410103222
2010,7735.428340108231,1651673.328023443
2011,7742.849282506361,1652657.5846684275
2012,7747.926556797828,1653627.5636637944
2013,7754.632188561845,1654595.1964252368
2014,7759.661405453167,1655554.377365825
2015,7763.616595800286,1656510.8891212968
2016,7770.9038240768705,1657469.2917490173
2017,7777.39130884517,1658417.7976442885
2018,7782.859012303242,1659358.2494977491
2019,7786.244317020096,1660290.939200983
2020,7791.53599533301,1661225.6182928253
2021,7795.655743826459,1662152.1713913616
2022,7799.24613140744,1663078.161977814
2023,7804.931833740291,1664007.2600142523
2024,7808.476575320403,1664929.406092671
2025,7816.390755079591,1665857.8699054876
2026,7821.94867306953,1666771.666111717
2027,7827.610838864503,1667682.2378768409
2028,7832.10143799636,1668584.8248241276
2029,7836.579127224015,1669484.7773611166
2030,7840.718799978811,1670380.176515016
2031,7845.666382128318,1671275.0901963247
2032,7850.400129388072,1672166.6968590545
2033,7855.166362039562,1673056.9983390365
2034,7860.839460804561,1673947.1728494528
2035,7864.945451725308,1674828.7676210678
2036,7870.72897311664,1675713.920506264
2037,7876.152347880734,1676590.4149231487
2038,7880.3374068994335,1677460.9268047505
2039,7884.006797690041,1678329.4689254134
2040,7888.1659163274835,1679199.2290900815
2041,7892.660757343846,1680070.5713092845
2042,7897.115209703744,1680937.7301710125
2043,7902.989375106149,1681801.6166178284
2044,7907.094349496611,1682661.0209534857
2045,7911.396151503686,1683515.8355354378
2046,7917.365056383513,1684369.958361759
2047,7921.54251829146,1685218.3170575548
2048,7926.440083362596,1686064.4971388695
2049,7930.1468312365205,1686908.2330569127
2050,7933.560756897218,1687748.7671234976
2051,7937.392394337399,1688588.235022677
2052,7942.722894107027,1689427.076716874
2053,7948.747484102248,1690259.715275318
2054,7952.497731321975,1691080.8252825423
2055,7958.2897919066245,1691902.8639369756
2056,7961.9287974781255,1692718.748244927
2057,7967.608687003895,1693534.3115959764
2058,7970.8563173673865,1694341.8415899829
2059,7975.631234625007,1695147.6910996868
2060,7981.829994506838,1695950.4218712612
2061,7985.670076110335,1696744.3987363
2062,7988.898091932356,1697537.624991269
2063,7994.6427279904665,1698333.8864249908
2064,7998.143146795243,1699120.5019600429
2065,8001.845641601204,1699905.6902138733
2066,8007.361929639801,1700694.4035134425
2067,8011.222645566712,1701470.3016701224
2068,8016.733747456817,1702248.896047731
2069,8020.346889856436,1703021.3470027572
2070,8023.685456039143,1703795.9328998649
2071,8026.248473662659,1704568.9121512296
2072,8030.139695611787,1705342.8488373465
2073,8034.100003017945,1706116.5785232882
2074,8037.5760221136325,1706886.0385289122
2075,8042.994593708549,1707656.0607188297
2076,8046.311085099474,1708417.2878482994
2077,8051.719065746074,1709180.9968298918
2078,8054.748250127505,1709936.4684809535
2079,8058.955419776203,1710692.529755836
2080,8064.097890423075,1711444.5867286085
2081,8068.801636862862,1712189.450655869
2082,8071.97050143437,1712927.1001157202
2083,8076.164754433429,1713665.3756959334
2084,8080.414305684997,1714398.2807851462
2085,8084.792854917237,1715128.9044732186
2086,8087.479916808707,1715852.6511073909
2087,8092.796500893614,1716579.9304337811
2088,8098.458730680887,1717299.6486114745
2089,8103.798344294943,1718010.727108234
2090,8108.229576809534,1718716.628891521
2091,8110.851055309503,1719414.9962330754
2092,8115.345137668131,1720115.2357414912
2093,8117.541265248935,1720809.8188516577
2094,8121.40277555556,1721506.1727959902
2095,8124.858612129338,1722199.0577581245
2096,8128.358304249246,1722891.1906486605
2097,8132.354881973472,1723581.2742294942
2098,8135.49904660264,1724266.344060797
2099,8138.687957058678,1724950.6008663771
2100,8142.1653644249045,1725634.5317088838
2101,8146.438394823906,1726315.885612419
2102,8150.2662661446675,1726993.9790731997
2103,8154.11072912033,1727670.7649919905
2104,8158.5993741757475,1728348.1920209334
2105,8161.045319538563,1729019.0138069836
2106,8164.273942080714,1729691.5121976286
2107,8168.224082853812,1730362.8601351613
2108,8172.174873819528,1731031.701258396
2109,8176.644484698988,1731695.965567135
2110,8179.798601315193,1732355.0165418165
2111,8183.06268238408,1733014.329077269
2112,8187.5112989279905,1733675.0648093105
2113,8189.579678708778,1734326.4740366524
2114,8193.873260824483,1734981.791276637
2115,8197.48000041881,1735632.2581726687
2116,8200.299598990145,1736278.83798952
2117,8203.469443874308,1736924.71235147
2118,8207.217569255601,1737567.5415562124
2119,8211.803546281686,1738208.8463146598
2120,8215.090563022934,1738844.3505284274
2121,8220.35738525289,1739479.3182050185
2122,8224.760457590784,1740103.4032527364
2123,8229.953800359204,1740722.147652743
2124,8233.690571948287,1741333.1383439668
2125,8236.685936660564,1741938.4314102563
2126,8239.356668299404,1742540.6057405754
2127,8242.7191569952,1743141.0390396535
2128,8246.060705040338,1743737.6586232518
2129,8249.683211692007,1744335.1995645089
2130,8253.08524739744,1744928.4494252484
2131,8257.13778801127,1745518.5854520854
2132,8260.354934167497,1746105.9296132089
2133,8263.451048473567,1746691.5766909102
2134,8267.376950489945,1747276.0197678604
2135,8270.590847583275,1747853.0685087978
2136,8273.752392946226,1748429.9323710448
2137,8275.946844911892,1749006.1829535933
2138,8280.136062770798,1749584.5118440758
2139,8284.722249253658,1750157.6410513234
2140,8287.631952027008,1750724.449086689
2141,8291.395116318665,1751291.7281963632
2142,8293.908206140672,1751855.7487055545
2143,8298.55768573666,1752422.8218841907
2144,8300.869762895742,1752981.161031001
2145,8303.760583559228,1753540.5349105669
2146,8305.976016012573,1754098.0996663345
2147,8308.379464493757,1754654.7041089716
2148,8312.946945317706,1755213.22315709
2149,8315.570390968604,1755763.1791825518
2150,8318.548259843728,1756312.4446423377
2151,8322.584284463332,1756859.7771493732
2152,8326.491168010036,1757401.8193080407
2153,8329.938542723254,1757939.495785677
2154,8332.679127384126,1758470.8662067198
2155,8336.82924178018,1759002.994487248
2156,8340.639804897019,1759527.4875753361
2157,8343.123992096831,1760045.7010156817
2158,8346.268213030029,1760561.949208942
2159,8350.282794534938,1761076.3400522657
2160,8353.822506107235,1761586.117507918
2161,8358.292154126886,1762090.6119303398
2162,8362.286361906106,1762588.545774494
2163,8365.310067123242,1763081.9515819428
2164,8368.539578653219,1763571.9090142064
2165,8371.714672623099,1764058.834215514
2166,8374.297915089552,1764541.508700631
2167,8376.919490999835,1765023.3231489072
2168,8379.755484218367,1765506.4036581947
2169,8382.62044382758,1765984.4704418643
2170,8385.573183029011,1766461.5305172089
2171,8388.577539565867,1766937.5165485214
2172,8392.233359570575,1767412.282505665
2173,8394.79462697243,1767881.171208231
2174,8398.267835036517,1768350.890814494
2175,8401.102009168302,1768815.6672084357
2176,8404.047656210834,1769279.2205132463
2177,8406.153272584403,1769738.1106375095
2178,8409.543785731163,1770197.4503243752
2179,8412.774131410837,1770655.6885954142
2180,8415.511976404667,1771106.5044896
2181,8419.214690402194,1771557.1825330365
2182,8422.576360265204,1772002.764105951
2183,8424.950216360137,1772443.248790464
2184,8428.033341516802,1772883.2081753733
2185,8430.628968991452,1773318.7107561955
2186,8434.393651801833,1773752.9801160318
2187,8437.787487953832,1774182.442640329
2188,8439.211412016908,1774606.2927177136
2189,8442.38020498198,1775032.9791762803
2190,8446.535410043163,1775456.626983925
2191,8449.438380349013,1775874.2673822243
2192,8452.962791685166,1776288.42619658
2193,8455.702812029707,1776697.0116711587
2194,8458.348263465683,1777102.2705100817
2195,8461.522665229038,1777507.3027435371
2196,8464.174072239743,1777908.8406565585
2197,8466.737071990285,1778307.1306788677
2198,8470.705247704012,1778705.2599497621
2199,8472.137890105243,1779093.1888896816
2200,8475.931099624348,1779483.6316201033
2201,8478.333231447628,1779866.9443211746
2202,8481.484151434694,1780248.0868605268
2203,8483.783881038495,1780623.9057531343
2204,8486.677949425826,1780999.9718470802
2205,8489.034187477393,1781372.5384614326
2206,8492.091628146325,1781742.3893748375
2207,8495.465286460558,1782106.3874949375
2208,8497.701752504387,1782464.412242919
2209,8500.334926275324,1782823.7844787517
2210,8504.197779950302,1783181.061245201
2211,8506.714218440638,1783529.5540471552
2212,8509.947487023615,1783875.055226724
2213,8511.689312693712,1784215.559710224
2214,8514.506953198576,1784556.1963521116
2215,8517.72177612812,1784892.1937065176
2216,8519.841941494848,1785222.0443464038
2217,8522.54759451487,1785551.6568226863
2218,8524.593718015134,1785876.6620264177
2219,8526.2290053793,1786199.3054129009
2220,8529.399917908102,1786523.154037034
2221,8530.425115691582,1786841.7814286652
2222,8533.27984515666,1787163.6224985563
2223,8536.94079254524,1787480.7180333387
2224,8539.874179330689,1787792.6173824344
2225,8542.059685656672,1788099.88761868
2226,8543.716438281332,1788406.2271093538
2227,8547.074488450535,1788712.943233482
2228,8550.451084626095,1789014.7937762246
2229,8552.710486971167,1789310.198677109
2230,8554.739895787838,1789602.5719210273
2231,8557.531199182007,1789892.1150248465
2232,8560.30206310424,1790177.7211730292
2233,8561.515530725912,1790456.711857167
2234,8563.666971683628,1790734.5026404592
2235,8564.945306909729,1791009.1318371329
2236,8566.567163739017,1791278.4205576098
2237,8568.445063101768,1791545.9959295357
2238,8570.874385960184,1791810.8125876747
2239,8573.229579745233,1792072.7655966934
2240,8576.159662918379,1792332.9781550444
2241,8577.75325319403,1792585.9543441255
2242,8580.112077073358,1792837.3979249657
2243,8583.60319073784,1793089.108709456
2244,8585.78211879815,1793332.1572774984
2245,8588.384378685854,1793571.9494277888
2246,8590.291242372672,1793805.559261035
2247,8592.884521581946,1794038.0870676371
2248,8594.57188319614,1794263.776307673
2249,8596.451730173978,1794488.0514322105
2250,8597.720791385087,1794708.2416765469
2251,8600.639682559642,1794929.5011830505
2252,8602.176414834146,1795145.4066463232
2253,8602.450805091152,1795358.820931582
2254,8605.037692517519,1795572.6527817561
2255,8604.016677064657,1795779.3932018094
2256,8604.873038314616,1795981.5656377438
2257,8606.240166308324,1796184.9767309867
2258,8608.60024046157,1796387.718170999
2259,8611.034162236181,1796585.412125016
2260,8612.25713209426,1796777.3979080585
2261,8613.367556816262,1796967.7945990388
2262,8616.395612743227,1797156.0398051455
2263,8618.36239578689,1797335.7707496884
2264,8619.602704097213,1797512.0453604716
2265,8620.99032748302,1797688.4855653283
2266,8622.876409760776,1797862.3222008327
2267,8623.786512158465,1798032.1602356583
2268,8624.93110470173,1798201.542204542
2269,8626.258562007588,1798370.3276417442
2270,8627.585076210293,1798536.0314352063
2271,8630.645984665096,1798702.1976867213
2272,8631.869912699736,1798860.348954063
2273,8633.679017756736,1799020.3797043609
2274,8635.95848017337,1799177.8629046706
2275,8637.861649479268,1799329.977649979
2276,8638.855869271205,1799477.2335320637
2277,8640.081472632284,1799623.1508592318
2278,8641.530835407253,1799767.494693149
2279,8642.817250457001,1799908.9379164951
2280,8643.772178862395,1800048.0824118226
2281,8644.278519648075,1800187.049394339
2282,8645.279912181488,1800327.0295818807
2283,8646.548530718308,1800465.2399102345
2284,8647.920378834531,1800599.4393834788
2285,8648.869348821783,1800732.2228810608
2286,8649.908862968136,1800863.9263055988
2287,8650.71526045984,1800993.2735370512
2288,8651.870107711957,1801122.0409020965
2289,8652.648979901676,1801248.6680076376
2290,8653.743449403315,1801374.52899655
2291,8655.603199230163,1801500.1805961432
2292,8657.513768448222,1801620.2086593579
2293,8658.7693663315,1801735.4707374468
2294,8660.136709392162,1801848.4255492175
2295,8660.54000517062,1801957.6837815498
2296,8660.828737892167,1802065.5520118377
2297,8661.998465148652,1802174.8935367826
2298,8662.669463550259,1802281.7200067223
2299,8663.383795378548,1802388.3632066257
2300,8664.630993056926,1802495.3435336023
2301,8665.669514398625,1802599.9640149134
2302,8666.33024939527,1802702.1746400765
2303,8666.380935181265,1802804.787483596
2304,8667.7705650538,1802905.061012515
2305,8668.64164009743,1803001.8739805068
2306,8669.225865161574,1803097.5646367413
2307,8670.016230695745,1803193.1557818702
2308,8670.949879517178,1803287.7174351437
2309,8671.54939232413,1803378.5106053138
2310,8672.704626861674,1803469.7627558752
2311,8673.239734116862,1803557.392439147
2312,8673.916947552627,1803645.010812808
2313,8674.339895994337,1803731.0082220165
2314,8675.225034781466,1803816.9610016213
2315,8675.530138734239,1803900.8857444557
2316,8676.480135248898,1803986.0081402597
2317,8677.415844812456,1804071.1217641514
2318,8677.690448585456,1804153.5670463152
2319,8678.438226507631,1804236.7837325847
2320,8679.682758834908,1804319.266539379
2321,8680.360467248272,1804397.9792372072
2322,8681.68238195371,1804476.222275717
2323,8682.41459685577,1804551.9887522955
2324,8683.44266908565,1804627.2805309508
2325,8683.987857489587,1804700.7540793908
2326,8684.609983625236,1804773.014656725
2327,8685.287053064672,1804844.2163482613
2328,8687.08030021686,1804915.259266908
2329,8687.724004497355,1804981.6102804134
2330,8687.52235454119,1805045.8993841258
2331,8688.434061727421,1805111.298631669
2332,8688.877076628181,1805176.1820273837
2333,8689.237753464222,1805239.3667046626
2334,8690.047366921044,1805302.5115867325
2335,8690.831993629046,1805364.1673362728
2336,8692.27320806649,1805426.2981766786
2337,8692.543316431087,1805484.8219860287
2338,8692.788587709812,1805542.7773624507
2339,8693.368579204678,1805598.3334130333
2340,8694.088273395602,1805653.627391714
2341,8694.359202193134,1805707.1898347228
2342,8695.391466909665,1805761.714957139
2343,8695.8026952684,1805812.3035085287
2344,8697.169993970798,1805863.7292072913
2345,8697.060286630753,1805911.7142453117
2346,8697.309487524826,1805959.3569270303
2347,8697.635108472745,1806007.2377648393
2348,8699.008195498254,1806055.604668288
2349,8699.36237768452,1806099.9446388439
2350,8698.744338224958,1806143.0338708423
2351,8700.689965673222,1806188.036023881
2352,8701.580852656663,1806228.7574170162
2353,8701.923541019818,1806266.8910501988
2354,8702.454044597833,1806304.8174850037
2355,8703.976370191971,1806342.1924175902
2356,8704.819721340533,1806376.3426953182
2357,8704.835198754447,1806407.4081980826
2358,8704.083024040738,1806438.0892401119
2359,8704.748816761372,1806468.4189644847
2360,8705.249362888864,1806498.2376085194
2361,8705.754204631234,1806527.5420119734
2362,8705.883632255764,1806554.8814802277
2363,8706.074199564098,1806582.6032649823
2364,8707.597680283234,1806611.8477112816
2365,8707.933023311947,1806636.1763000437
2366,8708.85019538663,1806660.796585214
2367,8708.917155465157,1806682.2377042505
2368,8709.176156727777,1806704.1961170598
2369,8709.19348468099,1806722.958869169
2370,8709.745510026138,1806742.5509180205
2371,8711.633214328634,1806761.7837597467
2372,8711.731322147065,1806773.601394185
2373,8712.075069662096,1806786.546736206
2374,8712.03129490087,1806799.3878904635
2375,8713.558167892013,1806811.647226172
2376,8713.731273577361,1806818.7746996114
2377,8713.835691979588,1806824.3898804963
2378,8714.916765135355,1806831.326489984
2379,8715.60329235149,1806836.6438497563
2380,8715.845409080035,1806840.4198623186
2381,8715.914914193258,1806841.111454802
2382,8716.191260996671,1806842.4086040256
2383,8716.478837687662,1806840.958501783
2384,8717.148088571428,1806840.1565236535
2385,8717.339171505651,1806836.4459238437
2386,8717.673413360035,1806832.3186422994
2387,8717.720662971258,1806827.1945205505
2388,8714.739186067056,1806819.140768022
2389,8714.8114576508,1806811.2526290987
2390,8715.130278967974,1806803.726134222
2391,8715.647757019258,1806796.594244059
2392,8715.848645936068,1806787.546977949
2393,8716.54699538863,1806779.3463719876
2394,8716.499416082655,1806767.9886204351
2395,8717.200739685904,1806757.5825404283
2396,8716.52371794954,1806743.2843353872
2397,8716.764657910911,1806729.483613259
2398,8718.07465512449,1806716.0013505577
2399,8718.5442900283,1806696.2946041187
2400,8717.638517643556,1806674.210322353
2401,8717.633836844498,1806650.1746778996
2402,8718.063344504004,1806626.8298321213
2403,8718.608026971167,1806601.8115111361
2404,8718.514334373489,1806574.7162932632
2405,8718.498776107363,1806547.7578832398
2406,8718.370667637102,1806520.6806536661
2407,8718.36412082973,1806493.7030458408
2408,8711.805934422568,1806460.1788916383
2409,8711.85014653006,1806426.7779413762
2410,8712.030197963451,1806392.575402156
2411,8712.027100281299,1806355.1864143687
2412,8712.47781342358,1806318.4867088606
2413,8712.51218154972,1806279.5788769405
2414,8712.4151953304,1806240.8124072899
2415,8712.350130715902,1806202.008934535
2416,8712.28642608055,1806163.148684712
2417,8712.241550807696,1806124.2496639786
2418,8711.560114909473,1806084.6717702413
2419,8711.552509233401,1806045.032408887
2420,8711.541509363873,1806005.4879501457
2421,8711.529678733066,1805965.932802755
2422,8711.4518621484,1805926.3010858432
2423,8711.656814815025,1805886.8804712524
2424,8711.42169381051,1805846.2341595434
2425,8711.890778901869,1805803.8653607084
2426,8711.559133349398,1805759.1787088595
2427,8711.54025862844,1805714.705223282
2428,8711.491480485665,1805670.209270903
2429,8711.060191605424,1805625.287539615
2430,8707.966810716116,1805577.2891102165
2431,8707.962564307303,1805529.4081734861
2432,8707.9553441372,1805481.5204870105
2433,8707.869127605933,1805433.5472957706
2434,8707.839256580655,1805385.5510115123
2435,8707.540009969369,1805337.2568945573
2436,8707.173173884847,1805288.6168105307
2437,8707.161139738808,1805239.9911210677
2438,8703.473536932275,1805187.6792746023
2439,8703.415600736693,1805133.2267761366
2440,8703.348329414805,1805078.9486334242
2441,8703.308126419253,1805024.6358594452
2442,8703.307790417557,1804970.3264546464
2443,8703.246964952792,1804915.9562750037
2444,8703.14719210379,1804861.4904405018
2445,8703.106308289696,1804806.990559334
2446,8702.302546999186,1804751.6906475786
2447,8702.26918023226,1804696.38100673
2448,8702.113041402325,1804640.9180507904
2449,8702.105535692688,1804585.4611680957
2450,8695.190097486136,1804523.0897322302
2451,8695.18089276573,1804460.8260200752
2452,8695.166014254131,1804398.5485211741
2453,8694.938294007865,1804336.0447328622
2454,8694.934296677458,1804273.5504278897
2455,8694.371257309107,1804210.4935393978
2456,8693.558862942304,1804146.651147857
2457,8693.486858153557,1804082.776608996
2458,8685.661147036906,1804011.083376271
2459,8685.333415057165,1803939.1572730546
2460,8684.724365300497,1803866.644319874
2461,8684.668710280173,1803794.1128299339
2462,8684.667010774414,1803721.5845149143
2463,8684.645536705391,1803649.034946838
2464,8684.604907258921,1803576.4472033796
2465,8684.182165775626,1803503.4391380646
2466,8684.12029680631,1803430.3948019883
2467,8684.046375002172,1803357.2823503711
2468,8683.672843935668,1803283.8010788278
2469,8683.647346249405,1803210.3151383374
2470,8683.639321879495,1803136.8235479938
2471,8683.582106645108,1803063.2757090928
2472,8683.5575030106,1802989.7085942081
